manufacturer,GPU,releaseYear,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip,G3Dmark,G2Dmark,testDate,category
NVIDIA,GeForce FX 5900,2003,0.128,256.0,400,425.0,8,4,No,AGP 8x,DDR,NV35,35,188,2009,Desktop
NVIDIA,GeForce FX 5900 Ultra,2003,0.256,256.0,450,425.0,8,4,No,AGP 8x,DDR,NV35,41,170,2009,Desktop
NVIDIA,GeForce FX 5950 Ultra,2003,0.256,256.0,475,475.0,8,4,No,AGP 8x,DDR,NV38,59,274,2009,Desktop
NVIDIA,GeForce FX Go5300,2003,0.064,128.0,275,250.0,4,4,No,AGP 8x,DDR,NV34,13,159,2009,Unknown
NVIDIA,GeForce FX Go5650,2003,0.128,128.0,325,295.0,4,4,No,AGP 8x,DDR,NV31,17,211,2009,Unknown
NVIDIA,GeForce PCX 5900,2003,0.128,256.0,350,275.0,8,4,No,PCIe 1.0 x16,DDR,NV35,34,258,2009,Desktop
NVIDIA,GeForce4 MX 4000,2003,0.128,64.0,250,166.0,4,2,No,AGP 8x,DDR,NV18,5,131,2009,Unknown
NVIDIA,GeForce4 Ti 4800,2003,0.128,128.0,300,325.0,8,4,No,AGP 8x,DDR,NV28,6,190,2009,Unknown
NVIDIA,GeForce4 Ti 4800 SE,2003,0.128,128.0,275,275.0,8,4,No,AGP 8x,SDR,NV28,7,187,2009,Unknown
NVIDIA,Quadro FX 1000,2003,0.128,128.0,300,300.0,8,4,No,AGP 8x,DDR2,NV30,34,266,2009,Workstation
NVIDIA,Quadro FX 2000,2003,0.128,128.0,400,400.0,8,4,No,AGP 8x,DDR2,NV30,18,146,2009,Workstation
NVIDIA,Quadro FX 3000,2003,0.256,256.0,400,425.0,8,4,No,AGP 8x,DDR,NV35,69,178,2009,Workstation
NVIDIA,Quadro NVS 280 PCI,2003,0.064,64.0,275,250.0,4,4,No,PCI,DDR,NV34B,8,261,2009,Unknown
NVIDIA,GeForce4 420 Go,2002,0.032,64.0,200,200.0,4,2,No,AGP 4x,DDR,NV17,3,147,2009,Mobile
NVIDIA,GeForce4 440 Go,2002,0.064,128.0,220,220.0,4,2,No,AGP 4x,DDR,NV17,4,140,2009,Mobile
NVIDIA,GeForce4 448 Go,2002,0.064,128.0,200,200.0,4,2,No,AGP 8x,DDR,NV18,6,199,2009,Unknown
NVIDIA,GeForce4 MX 420,2002,0.064,128.0,250,166.0,4,2,No,AGP 4x,SDR,NV17,5,168,2009,Desktop
NVIDIA,GeForce4 MX 440,2002,0.064,128.0,275,200.0,4,2,No,AGP 4x,DDR,NV17,5,140,2009,Desktop
NVIDIA,GeForce4 MX 460,2002,0.064,128.0,300,225.0,4,2,No,AGP 4x,DDR,NV17,4,176,2009,Desktop
NVIDIA,GeForce4 Ti 4200,2002,0.064,64.0,250,250.0,8,4,No,AGP 4x,DDR,NV25,6,154,2009,Unknown
NVIDIA,GeForce4 Ti 4400,2002,0.128,128.0,275,275.0,8,4,No,AGP 4x,DDR,NV25,7,170,2009,Unknown
NVIDIA,GeForce4 Ti 4600,2002,0.128,128.0,300,324.0,8,4,No,AGP 4x,DDR,NV25,6,173,2009,Desktop
NVIDIA,Quadro4 380 XGL,2002,0.128,128.0,275,256.0,4,4,No,AGP 8x,DDR,NV18,7,225,2009,Unknown
NVIDIA,Quadro4 900 XGL,2002,0.128,128.0,300,325.0,8,8,No,AGP 4x,DDR,NV25,5,194,2009,Unknown
NVIDIA,Quadro4 980 XGL,2002,0.128,128.0,300,325.0,8,4,No,AGP 8x,DDR,NV28,5,181,2009,Unknown
NVIDIA,GeForce2 Ti,2001,0.064,128.0,250,200.0,8,4,No,AGP 4x,DDR,NV15,5,149,2009,Desktop
NVIDIA,GeForce3,2001,0.064,128.0,200,230.0,8,4,No,AGP 4x,DDR,NV20,5,120,2009,Desktop
NVIDIA,Quadro2 Pro,2001,0.064,128.0,200,250.0,8,4,No,AGP 4x,DDR,NV15,1,143,2009,Workstation
NVIDIA,GeForce2 Go,2000,0.064,64.0,143,166.0,4,2,No,AGP 4x,DDR,NV11B,4,95,2009,Mobile
NVIDIA,GeForce2 MX,2000,0.032,128.0,175,166.0,4,2,No,AGP 4x,SDR,NV11,3,143,2011,Desktop
NVIDIA,GeForce2 Ultra,2000,0.064,128.0,250,230.0,8,4,No,AGP 4x,DDR,NV15,6,147,2009,Desktop
